court,casenum,file_date,top_ct_desc,top_ct_statute
ADAIR,CF-2018-00172,2018-09-20,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00175,2018-09-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00176,2018-09-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00177,2018-09-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00202,2018-11-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00206,2018-11-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00207,2018-11-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00214,2018-12-04,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00215,2018-12-04,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00216,2018-12-04,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2018-00219,2018-12-05,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTIBUTE,63.2.401.B.2
ADAIR,CF-2019-00021,2019-02-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00042,2019-04-23,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00083,2019-07-23,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00085,2019-07-23,UNLAWFUL POSSESION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401
ADAIR,CF-2019-00115,2019-10-08,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00131,2019-11-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00132,2019-11-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00133,2019-11-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00142,2019-11-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00143,2019-11-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ADAIR,CF-2019-00145,2019-12-05,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,63.2.401.B.2
ALFALFA,CF-2017-00011,2017-02-24,DISTRIBUTE CDS W/IN 2000FT PARK,NA
ALFALFA,CF-2017-00039,2017-05-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ALFALFA,CF-2017-00040,2017-05-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ALFALFA,CF-2018-00013,2018-02-14,POSSESSION OF CDS WITH INTENT TO DISTRIBUTION WITH,NA
ALFALFA,CF-2018-00020,2018-03-26,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE,NA
ALFALFA,CF-2019-00012,2019-05-16,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE,NA
ALFALFA,CF-2019-00028,2019-08-30,DISTRIBUTION OF CONTROLLED DANGEROUS-INCLUDING POSS W/INTENT TO DISTRIBUTE,NA
ALFALFA,CF-2019-00029,2019-08-30,DISTRIBUTION OF CONTROLLED DANGEROUS-INCLUDING POSS W/INTENT TO DISTRIBUTE,NA
ALFALFA,CF-2019-00030,2019-09-04,DISTRIBUTE CDS W/IN 2000FT PARK,NA
ALFALFA,CF-2020-00001,2020-02-10,DISTRIBUTION OF CONTROLLED DANGEROUS-INCLUDING POSS W/INTENT TO DISTRIBUTE,NA
ATOKA,CF-2017-00054,2017-03-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00096,2017-04-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00097,2017-04-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00098,2017-04-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00099,2017-04-20,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE,NA
ATOKA,CF-2017-00120,2017-05-16,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00142,2017-06-12,POSSESSION WITH INTENT TO DISTRIBUTE,NA
ATOKA,CF-2017-00143,2017-06-12,POSSESSION WITH INTENT TO DISTRIBUTE,NA
ATOKA,CF-2017-00146,2017-06-15,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTR,NA
ATOKA,CF-2017-00154,2017-06-23,POSS OF CONTROLLED DANGEROUS SUBSTANCE W/INTENT TO,NA
ATOKA,CF-2017-00155,2017-06-26,POSSESSION WITH INTENT TO DISTRIBUTE,NA
ATOKA,CF-2017-00164,2017-07-07,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE,NA
ATOKA,CF-2017-00165,2017-07-07,POSSESSION WITH INTENT TO DISTRIBUTE - AFCF,NA
ATOKA,CF-2017-00175,2017-08-01,POSSESSION WITH INTENT TO DISTRIBUTE,NA
ATOKA,CF-2017-00187,2017-08-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00188,2017-08-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00200,2017-09-06,POSSESSION OF A PRECURSOR WITH THE INTENT TO MANUF,NA
ATOKA,CF-2017-00221,2017-10-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00222,2017-10-19,DISTRIBUTION OF CDS,NA
ATOKA,CF-2017-00224,2017-10-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00225,2017-10-30,UNLAWFUL POSS OF CONTROLLED DRUG W/INTENT TO DISTR,NA
ATOKA,CF-2017-00226,2017-10-30,UNLAWFUL POSS OF CONTROLLED DRUG W/INTENT TO DISTR,NA
ATOKA,CF-2017-00227,2017-10-30,UNLAWFUL POSS OF CONTROLLED DRUG W/INTENT TO DISTR,NA
ATOKA,CF-2017-00242,2017-12-12,POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTR,NA
ATOKA,CF-2017-00249,2017-12-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00250,2017-12-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00251,2017-12-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00256,2017-12-29,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2017-00257,2017-12-29,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2018-00063,2018-06-07,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2018-00064,2018-06-07,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2018-00095,2018-07-31,UNLAWFUL POSS OF CONTROLLED DRUG W/INTENT TO DISTR,NA
ATOKA,CF-2018-00134,2018-10-09,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2018-00151,2018-11-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2018-00152,2018-11-14,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2018-00167,2018-12-12,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE - I,NA
ATOKA,CF-2019-00002,2019-01-02,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2019-00043,2019-03-07,DISTRIBUTION OF CONTROLLED DANGEROUS SUBSTANCE,NA
ATOKA,CF-2019-00082,2019-05-08,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
ATOKA,CF-2019-00141,2019-09-16,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT TO DISTRIBUTE,NA
BEAVER,CF-2017-00002,2017-01-11,DISTRIBUTION OF CONTROLLED SUBSTANCE (METHAMPHETAM,NA
BEAVER,CF-2017-00017,2017-05-09,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BEAVER,CF-2017-00018,2017-05-09,UNLAWFUL POSSESSION OF CONTROLLED DRUG W/INTENT TO,NA
BEAVER,CF-2017-00019,2017-05-09,DISTRIBUTION OF CDS INCLUDING POSSESSION W/INTENT ,NA
BEAVER,CF-2017-00031,2017-06-27,DISTRIBUTION OF CDS INCLUDING POSSESSION W/INTENT ,NA
BEAVER,CF-2017-00032,2017-06-27,DISTRIBUTION OF CDS INCLUDING POSSESSION W/INTENT ,NA
BEAVER,CF-2017-00039,2017-09-15,DISTRIBUTION OF CDS INCLUDING POSSESSION W/INTENT ,NA
BEAVER,CF-2017-00041,2017-09-27,DISTRIBUTION OF CDS INCLUDING POSSESSION W/INTENT ,NA
BEAVER,CF-2017-00052,2017-12-13,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BEAVER,CF-2018-00002,2018-01-09,UNLAWFUL POSSESSION OF MARIHUANA WITH INTENT TO DI,NA
BEAVER,CF-2018-00019,2018-08-15,DISTRIBUTION OF CDS - INCLUDING POSS W/INTENT TO D,NA
BEAVER,CF-2019-00005,2019-02-05,DISTRIBUTION OF CDS - INCLUDING POSS W/INTENT TO D,NA
BEAVER,CF-2019-00006,2019-02-05,DISTRIBUTION OF CDS (MARIHUANA & THC) INCLUDING PO,NA
BEAVER,CF-2019-00020,2019-09-11,UNLAWFUL POSSESSION OF MARIHUANA WITH INTENT TO DISTRIBUTE,NA
BEAVER,CF-2019-00021,2019-09-11,UNLAWFUL POSSESSION OF MARIHUANA WITH INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00011,2017-01-11,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00025,2017-01-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00026,2017-01-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00034,2017-01-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00076,2017-03-01,DISTRIBUTION OF CDS WITHIN 2000FT OF A PARK OR SCH,NA
BECKHAM,CF-2017-00117,2017-04-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00153,2017-05-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00166,2017-05-18,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00176,2017-05-25,POSSESS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00182,2017-05-30,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00183,2017-05-30,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00184,2017-05-30,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00198,2017-06-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00217,2017-06-27,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00218,2017-06-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00222,2017-06-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00256,2017-07-11,POSSESS W/INTENT TO DISTRIBUTE-METH,NA
BECKHAM,CF-2017-00260,2017-07-18,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00261,2017-07-18,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00262,2017-07-18,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00278,2017-08-15,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00295,2017-08-30,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00297,2017-08-30,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00300,2017-09-05,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00313,2017-09-26,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00316,2017-10-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00317,2017-10-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00320,2017-10-04,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00343,2017-10-24,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00347,2017-10-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2017-00354,2017-11-07,POSSESSION OF MARIHUANA W/ INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00358,2017-11-07,POSSESS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00359,2017-11-07,POSSESS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00365,2017-11-15,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00385,2017-12-07,UNLAWFUL POSSESSION OF CDS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2017-00387,2017-12-13,UNLAWFUL POSS OF CONTROLLED DRUG W/INTENT TO DISTR,NA
BECKHAM,CF-2017-00388,2017-12-14,POSSESS W/INTENT TO DISTRIBUTE-MJ,NA
BECKHAM,CF-2018-00003,2018-01-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00004,2018-01-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00005,2018-01-04,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00018,2018-01-19,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00019,2018-01-19,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00037,2018-02-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00038,2018-02-27,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00042,2018-03-06,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00043,2018-03-06,UNLAWFUL POSS. OF CONTROLLED DRUG W/INTENT TO DIST,NA
BECKHAM,CF-2018-00056,2018-03-29,POSSESSION OF MARIHUANA W/ INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00058,2018-03-29,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00059,2018-03-29,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00067,2018-04-12,UNLAWFUL POSS. OF CONTROLLED DRUG W/INTENT TO DIST,NA
BECKHAM,CF-2018-00071,2018-04-26,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00082,2018-05-24,UNLAWFUL POSS. OF CONTROLLED DRUG W/INTENT TO DIST,NA
BECKHAM,CF-2018-00085,2018-05-31,UNLAWFUL POSS. OF CONTROLLED DRUG W/INTENT TO DIST,NA
BECKHAM,CF-2018-00086,2018-05-31,POSSESS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00113,2018-07-03,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00122,2018-07-10,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00128,2018-07-31,UNLAWFUL POSS. OF CONTROLLED DRUG W/INTENT TO DIST,NA
BECKHAM,CF-2018-00131,2018-08-07,UNLAWFUL POSS. OF CONTROLLED DRUG W/INTENT TO DIST,NA
BECKHAM,CF-2018-00139,2018-08-15,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00140,2018-08-15,UNLAWFUL POSS OF CONTROLLED DRUG W/INTENT TO DISTR,NA
BECKHAM,CF-2018-00153,2018-09-05,UNLAWFUL POSSESSION OF CONTROLLED DRUG W/INTENT TO,NA
BECKHAM,CF-2018-00161,2018-09-11,POSSESS OF CDS W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00170,2018-09-12,UNLAWFUL POSS. OF CONTROLLED DRUG W/INTENT TO DIST,NA
BECKHAM,CF-2018-00171,2018-09-14,UNLAWFUL POSS OF CONTROLLED DRUG W/INTENT TO DISTR,NA
BECKHAM,CF-2018-00179,2018-09-24,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00197,2018-10-19,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00200,2018-10-22,UNLAWFUL POSSESSION OF CONTROLLED DRUG W/INTENT TO,NA
BECKHAM,CF-2018-00201,2018-10-22,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00210,2018-10-29,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2018-00227,2018-11-08,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00240,2018-11-28,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2018-00255,2018-12-11,UNLAWFUL POSSESSION OF CONTROLLED DRUG W/INTENT TO,NA
BECKHAM,CF-2018-00264,2018-12-17,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2019-00053,2019-01-28,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2019-00055,2019-01-28,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2019-00072,2019-02-06,DISTRIBUTION OF CDS WITHIN 2000 FEET PARK/SCHOOL/M,NA
BECKHAM,CF-2019-00073,2019-02-06,DISTRIBUTION OF CDS WITHIN 2000 FEET PARK/SCHOOL/M,NA
BECKHAM,CF-2019-00085,2019-02-22,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
BECKHAM,CF-2019-00086,2019-02-25,UNLAWFUL POSSESSION OF CONTROLLED DRUG W/INTENT TO,NA
BECKHAM,CF-2019-00087,2019-02-27,UNLAWFUL POSSESSION OF CONTROLLED DRUG W/INTENT TO,NA
BECKHAM,CF-2019-00088,2019-02-27,UNLAWFUL POSSESSION OF CD W/INTENT TO DISTRIBUTE,NA
BECKHAM,CF-2019-00092,2019-03-12,UNLAWFUL POSSESSION OF CONTROLLED DRUG WITH INTENT,NA
